index,code,longitude,latitude
818,543902913,139.265625,36.081250
819,543902914,139.271875,36.081250
820,543902923,139.278125,36.081250
821,543902924,139.284375,36.081250
822,543902933,139.290625,36.081250
823,543902934,139.296875,36.081250
824,543902943,139.303125,36.081250
825,543902944,139.309375,36.081250
826,543902953,139.315625,36.081250
827,543902954,139.321875,36.081250
828,543902963,139.328125,36.081250
829,543902964,139.334375,36.081250
830,543902973,139.340625,36.081250
831,543902974,139.346875,36.081250
832,543902983,139.353125,36.081250
833,543902984,139.359375,36.081250
834,543902993,139.365625,36.081250
835,543902994,139.371875,36.081250
836,543903903,139.378125,36.081250
837,543903904,139.384375,36.081250
838,543903913,139.390625,36.081250
839,543903914,139.396875,36.081250
840,543903923,139.403125,36.081250
841,543903924,139.409375,36.081250
842,543903933,139.415625,36.081250
843,543903934,139.421875,36.081250
844,543903943,139.428125,36.081250
845,543903944,139.434375,36.081250
846,543903953,139.440625,36.081250
847,543903954,139.446875,36.081250
848,543903963,139.453125,36.081250
849,543903964,139.459375,36.081250
850,543903973,139.465625,36.081250
851,543903974,139.471875,36.081250
852,543903983,139.478125,36.081250
853,543903984,139.484375,36.081250
854,543903993,139.490625,36.081250
855,543903994,139.496875,36.081250
856,543904903,139.503125,36.081250
857,543904904,139.509375,36.081250
858,543904913,139.515625,36.081250
859,543904914,139.521875,36.081250
860,543904923,139.528125,36.081250
861,543904924,139.534375,36.081250
862,543904933,139.540625,36.081250
863,543904934,139.546875,36.081250
864,543904943,139.553125,36.081250
865,543904944,139.559375,36.081250
866,543904953,139.565625,36.081250
867,543904954,139.571875,36.081250
868,543904963,139.578125,36.081250
869,543904964,139.584375,36.081250
870,543904973,139.590625,36.081250
